订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O104495,2024-07-15,华南,广西,进口商品,天猫旗舰店,绿野仙踪生鲜,31252.91,20365.31,10887.6,59,是
O104496,2024-07-15,西南,四川,出口商品,企微私域,南粤供应链,14465.93,8348.22,6117.71,89,否
O104497,2024-07-16,华北,天津,进口商品,抖音小店,星河零售,3573.34,2094.9,1478.44,106,否
O104498,2024-07-16,华南,广东,联名款,京东自营,东方明珠商行,13726.76,7780.18,5946.58,80,是
O104499,2024-07-16,华东,浙江,进口商品,京东自营,锦程贸易,2704.9,1683.54,1021.36,9,否
O104500,2024-07-16,华南,广西,进口商品,天猫旗舰店,绿野仙踪生鲜,2741.2,1755.36,985.84,70,否
O104501,2024-07-16,西南,云南,联名款,企微私域,云端数码,10614.04,6314.35,4299.69,85,否
O104502,2024-07-16,华北,河北,进口商品,线下门店,金鼎家居,1692.97,1178.28,514.69,70,否
O104503,2024-07-16,华北,北京,进口商品,天猫旗舰店,星河零售,34392.94,26421.73,7971.21,36,否
O104504,2024-07-16,西南,重庆,联名款,线下门店,绿野仙踪生鲜,10869.45,6156.26,4713.19,111,否
O104505,2024-07-17,华北,河北,联名款,天猫旗舰店,星河零售,14388.03,9793.88,4594.15,102,否
O104506,2024-07-17,西南,重庆,自有品牌,抖音小店,星河零售,23354.06,15440.05,7914.01,60,否
O104507,2024-07-17,华北,天津,出口商品,企微私域,华创商贸,6888.3,5349.39,1538.91,30,否
O104508,2024-07-17,西南,云南,出口商品,线下门店,绿野仙踪生鲜,16702.27,10425.51,6276.76,25,否
O104509,2024-07-17,华东,浙江,出口商品,企微私域,锦程贸易,16855.07,11424.28,5430.79,101,否
O104510,2024-07-17,华南,福建,联名款,京东自营,绿野仙踪生鲜,23967.07,16596.28,7370.79,113,否
O104511,2024-07-17,华北,河北,联名款,天猫旗舰店,南粤供应链,20401.77,12417.24,7984.53,115,是
O104512,2024-07-17,华北,山东,联名款,京东自营,金鼎家居,20157.82,12516.33,7641.49,50,否
O104513,2024-07-18,华中,湖南,自有品牌,京东自营,绿野仙踪生鲜,6812.78,4620.19,2192.59,41,否
O104514,2024-07-18,华南,广东,出口商品,企微私域,星河零售,14184.38,9605.05,4579.33,85,否
O104515,2024-07-18,西南,四川,出口商品,线下门店,北辰科技,8870.47,6879.44,1991.03,29,否
O104516,2024-07-18,华南,广东,联名款,京东自营,华创商贸,21420.81,13806.41,7614.4,25,否
O104517,2024-07-18,华南,广东,进口商品,抖音小店,南粤供应链,3627.79,2327.67,1300.12,26,否
O104518,2024-07-18,华南,广东,联名款,京东自营,东方明珠商行,4946.12,3708.65,1237.47,72,否
O104519,2024-07-18,华北,天津,出口商品,抖音小店,绿野仙踪生鲜,1578.14,968.13,610.01,47,否
O104520,2024-07-18,华东,浙江,出口商品,抖音小店,锦程贸易,29253.96,16655.22,12598.74,14,否
O104521,2024-07-19,华南,广西,自有品牌,抖音小店,金鼎家居,8845.29,6170.08,2675.21,22,否
O104522,2024-07-19,华中,河南,自有品牌,京东自营,锦程贸易,9961.28,6637.24,3324.04,116,否
O104523,2024-07-19,华东,江苏,进口商品,天猫旗舰店,东方明珠商行,12781.01,8473.27,4307.74,79,否
O104524,2024-07-19,华南,福建,联名款,抖音小店,南粤供应链,14996.59,11278.06,3718.53,57,否
O104525,2024-07-19,华南,广西,出口商品,抖音小店,北辰科技,16573.9,11485.83,5088.07,68,否
O104526,2024-07-19,华南,福建,进口商品,抖音小店,北辰科技,25762.11,14531.52,11230.59,41,否
O104527,2024-07-19,华南,广西,进口商品,企微私域,北辰科技,25836.6,17063.13,8773.47,73,否
O104528,2024-07-19,华北,北京,自有品牌,线下门店,云端数码,4950.69,3092.13,1858.56,26,否
O104529,2024-07-20,华东,上海,出口商品,抖音小店,东方明珠商行,30635.69,23220.03,7415.66,31,否
O104530,2024-07-20,华中,河南,联名款,京东自营,锦程贸易,5775.23,3239.4,2535.83,105,否
O104531,2024-07-20,华南,福建,联名款,天猫旗舰店,东方明珠商行,12628.59,9105.12,3523.47,50,否
O104532,2024-07-20,华东,安徽,联名款,京东自营,绿野仙踪生鲜,28622.32,19739.13,8883.19,113,否
O104533,2024-07-20,华东,安徽,进口商品,线下门店,海纳百川,1525.04,865.97,659.07,99,否
O104534,2024-07-20,西南,四川,自有品牌,企微私域,华创商贸,3277.48,2481.35,796.13,41,否
O104535,2024-07-20,华北,天津,进口商品,线下门店,华创商贸,1007.85,613.27,394.58,7,否
O104536,2024-07-20,西南,四川,联名款,企微私域,北辰科技,16260.7,9365.33,6895.37,23,否
O104537,2024-07-21,华中,湖南,进口商品,抖音小店,金鼎家居,16873.8,9827.85,7045.95,5,否
O104538,2024-07-21,华中,湖南,联名款,企微私域,金鼎家居,20508.82,14829.19,5679.63,58,否
O104539,2024-07-21,华南,广东,进口商品,天猫旗舰店,星河零售,10652.5,6540.64,4111.86,35,否
O104540,2024-07-21,华南,广西,进口商品,线下门店,北辰科技,25417.15,14970.79,10446.36,91,否
O104541,2024-07-21,西南,四川,自有品牌,企微私域,海纳百川,4905.7,3493.18,1412.52,108,否
O104542,2024-07-21,华中,河南,自有品牌,线下门店,海纳百川,16764.69,11910.17,4854.52,28,否
O104543,2024-07-21,华中,河南,出口商品,企微私域,北辰科技,1494.9,930.29,564.61,62,是
O104544,2024-07-21,西南,云南,出口商品,线下门店,绿野仙踪生鲜,11316.07,7444.62,3871.45,93,否
O104545,2024-07-22,华东,浙江,出口商品,企微私域,锦程贸易,23075.34,15533.43,7541.91,41,否
O104546,2024-07-22,华南,广东,进口商品,京东自营,海纳百川,29218.37,18984.33,10234.04,4,否
O104547,2024-07-22,华中,湖南,联名款,企微私域,东方明珠商行,11097.94,6142.35,4955.59,80,否
O104548,2024-07-22,华北,河北,自有品牌,线下门店,东方明珠商行,1213.61,803.19,410.42,109,否
O104549,2024-07-22,华北,北京,进口商品,天猫旗舰店,云端数码,10821.03,6920.77,3900.26,85,否
O104550,2024-07-22,西南,重庆,自有品牌,天猫旗舰店,云端数码,1569.54,1146.65,422.89,110,否
O104551,2024-07-22,华南,福建,自有品牌,天猫旗舰店,云端数码,10633.78,7771.39,2862.39,82,否
O104552,2024-07-22,华南,广西,自有品牌,京东自营,海纳百川,4610.96,2829.18,1781.78,32,否
O104553,2024-07-23,西南,云南,自有品牌,天猫旗舰店,绿野仙踪生鲜,21033.74,13587.63,7446.11,88,否
O104554,2024-07-23,华南,广西,出口商品,线下门店,锦程贸易,14355.17,10369.91,3985.26,94,否
O104555,2024-07-23,华北,河北,进口商品,京东自营,南粤供应链,28349.58,21709.79,6639.79,96,否
O104556,2024-07-23,华南,广西,联名款,企微私域,华创商贸,2791.44,1851.03,940.41,42,否
O104557,2024-07-23,华北,山东,出口商品,企微私域,锦程贸易,14415.11,10450.68,3964.43,55,否
O104558,2024-07-23,华北,天津,联名款,线下门店,锦程贸易,17223.17,11789.33,5433.84,120,是
O104559,2024-07-23,华中,湖北,出口商品,天猫旗舰店,北辰科技,19420.64,12197.45,7223.19,5,否
O104560,2024-07-23,华东,上海,自有品牌,天猫旗舰店,海纳百川,20991.05,11941.68,9049.37,17,否
O104561,2024-07-24,华北,山东,自有品牌,线下门店,海纳百川,6157.3,4370.38,1786.92,44,否
O104562,2024-07-24,华北,山东,联名款,京东自营,海纳百川,4696.8,2890.38,1806.42,10,否
O104563,2024-07-24,华北,山东,出口商品,天猫旗舰店,锦程贸易,2577.3,1627.46,949.84,3,否
O104564,2024-07-24,华北,天津,自有品牌,线下门店,星河零售,2468.54,1697.68,770.86,68,否
O104565,2024-07-24,华北,山东,出口商品,企微私域,南粤供应链,16547.11,12533.52,4013.59,78,否
O104566,2024-07-24,华北,北京,自有品牌,天猫旗舰店,金鼎家居,2755.58,1569.46,1186.12,114,否
O104567,2024-07-24,华东,江苏,出口商品,京东自营,华创商贸,16264.25,10343.28,5920.97,37,否
O104568,2024-07-24,华中,河南,自有品牌,京东自营,东方明珠商行,16595.13,12429.0,4166.13,7,否
O104569,2024-07-25,华东,江苏,进口商品,京东自营,绿野仙踪生鲜,34254.57,23096.69,11157.88,94,否
O104570,2024-07-25,华东,上海,出口商品,线下门店,绿野仙踪生鲜,22927.22,16423.61,6503.61,53,否
O104571,2024-07-25,西南,重庆,联名款,京东自营,东方明珠商行,9078.05,6985.11,2092.94,49,否
O104572,2024-07-25,华南,广西,自有品牌,抖音小店,金鼎家居,22232.13,13291.4,8940.73,116,否
O104573,2024-07-25,华东,浙江,自有品牌,京东自营,海纳百川,24338.42,17427.3,6911.12,14,否
O104574,2024-07-25,华北,山东,出口商品,企微私域,海纳百川,9789.42,5913.39,3876.03,7,否
O104575,2024-07-25,华中,河南,出口商品,京东自营,北辰科技,5363.93,4117.49,1246.44,11,否
O104576,2024-07-25,华南,福建,进口商品,抖音小店,云端数码,10104.72,7293.02,2811.7,4,否
O104577,2024-07-26,华东,江苏,联名款,抖音小店,华创商贸,14072.98,10330.48,3742.5,55,否
O104578,2024-07-26,西南,重庆,自有品牌,天猫旗舰店,海纳百川,18515.3,10708.47,7806.83,106,否
O104579,2024-07-26,华南,福建,联名款,线下门店,南粤供应链,3398.17,2600.76,797.41,54,否
O104580,2024-07-26,华中,湖北,自有品牌,京东自营,绿野仙踪生鲜,17673.77,13115.96,4557.81,75,否
O104581,2024-07-26,华北,北京,出口商品,企微私域,锦程贸易,2099.06,1428.12,670.94,106,否
O104582,2024-07-26,华北,河北,出口商品,天猫旗舰店,南粤供应链,7290.0,5346.85,1943.15,47,否
O104583,2024-07-26,华中,湖北,联名款,线下门店,星河零售,4691.55,3169.73,1521.82,69,否
O104584,2024-07-26,华中,河南,进口商品,企微私域,金鼎家居,28655.94,17739.05,10916.89,78,否
O104585,2024-07-27,华东,安徽,自有品牌,企微私域,金鼎家居,3033.39,2161.53,871.86,75,否
O104586,2024-07-27,华南,广西,自有品牌,抖音小店,东方明珠商行,6884.39,4295.37,2589.02,31,是
O104587,2024-07-27,华东,上海,自有品牌,天猫旗舰店,海纳百川,7059.53,5300.26,1759.27,113,否
O104588,2024-07-27,西南,重庆,自有品牌,抖音小店,锦程贸易,12747.79,7038.66,5709.13,9,否
O104589,2024-07-27,华中,湖南,联名款,企微私域,海纳百川,19300.87,11170.09,8130.78,88,否
O104590,2024-07-27,西南,重庆,进口商品,企微私域,北辰科技,13258.99,7729.3,5529.69,83,否
O104591,2024-07-27,华东,江苏,进口商品,天猫旗舰店,锦程贸易,29183.48,19148.1,10035.38,116,否
O104592,2024-07-27,西南,四川,自有品牌,线下门店,华创商贸,17084.68,9812.49,7272.19,13,否
O104593,2024-07-28,华南,广东,联名款,企微私域,金鼎家居,3885.56,2749.43,1136.13,12,否
O104594,2024-07-28,华南,广西,联名款,抖音小店,南粤供应链,12604.66,7769.18,4835.48,23,否
O104595,2024-07-28,华北,天津,联名款,线下门店,云端数码,8990.5,5131.52,3858.98,46,否
O104596,2024-07-28,西南,重庆,进口商品,抖音小店,海纳百川,22528.46,12959.65,9568.81,42,否
O104597,2024-07-28,西南,云南,联名款,天猫旗舰店,东方明珠商行,12457.84,9676.32,2781.52,115,否
O104598,2024-07-28,华东,江苏,联名款,京东自营,东方明珠商行,8589.25,5986.9,2602.35,44,是
O104599,2024-07-28,华南,广西,进口商品,线下门店,星河零售,26039.48,14751.44,11288.04,27,是
O104600,2024-07-28,华南,广西,出口商品,京东自营,南粤供应链,7111.34,4518.78,2592.56,10,否
O104601,2024-07-29,华北,河北,联名款,企微私域,东方明珠商行,2430.5,1408.7,1021.8,19,否
O104602,2024-07-29,华中,湖南,自有品牌,企微私域,东方明珠商行,14829.56,10043.95,4785.61,68,否
O104603,2024-07-29,华中,河南,联名款,京东自营,星河零售,14634.02,11177.97,3456.05,8,否
O104604,2024-07-29,华北,山东,进口商品,抖音小店,北辰科技,12247.3,9200.93,3046.37,24,否
O104605,2024-07-29,华南,福建,进口商品,线下门店,锦程贸易,4826.59,2659.43,2167.16,16,否
O104606,2024-07-29,西南,重庆,联名款,企微私域,华创商贸,3476.43,2224.23,1252.2,14,是
O104607,2024-07-29,华东,安徽,出口商品,线下门店,华创商贸,26314.86,16669.12,9645.74,45,否
O104608,2024-07-29,西南,四川,联名款,京东自营,南粤供应链,5462.09,3523.28,1938.81,45,否
O104609,2024-07-30,西南,四川,自有品牌,线下门店,绿野仙踪生鲜,9843.87,6818.64,3025.23,38,否
O104610,2024-07-30,华中,河南,自有品牌,天猫旗舰店,华创商贸,23163.39,17427.46,5735.93,108,否
O104611,2024-07-30,华北,天津,联名款,京东自营,华创商贸,6075.64,3519.72,2555.92,99,否
O104612,2024-07-30,华北,山东,自有品牌,线下门店,北辰科技,18905.22,11810.5,7094.72,88,否
O104613,2024-07-30,华南,广西,进口商品,天猫旗舰店,云端数码,18298.0,13232.07,5065.93,2,否
O104614,2024-07-30,华中,湖北,联名款,企微私域,海纳百川,13034.93,10122.18,2912.75,18,否
O104615,2024-07-30,华中,湖南,出口商品,天猫旗舰店,星河零售,3532.88,2698.86,834.02,65,否
O104616,2024-07-30,西南,重庆,进口商品,京东自营,东方明珠商行,13270.02,8498.73,4771.29,51,是
O104617,2024-07-31,华南,广西,出口商品,企微私域,星河零售,16531.07,9694.22,6836.85,109,否
O104618,2024-07-31,华中,河南,自有品牌,抖音小店,华创商贸,5458.37,4228.88,1229.49,63,是
O104619,2024-07-31,华东,江苏,自有品牌,天猫旗舰店,北辰科技,18215.63,10934.89,7280.74,82,否
O104620,2024-07-31,华东,江苏,出口商品,抖音小店,海纳百川,4815.87,3412.2,1403.67,89,否
O104621,2024-07-31,西南,重庆,进口商品,企微私域,海纳百川,2337.55,1719.12,618.43,101,否
O104622,2024-07-31,华东,浙江,联名款,企微私域,绿野仙踪生鲜,17802.33,11658.72,6143.61,9,否
O104623,2024-07-31,西南,重庆,出口商品,抖音小店,金鼎家居,7869.06,5308.6,2560.46,10,否
O104624,2024-07-31,华南,广东,出口商品,企微私域,云端数码,22566.96,17131.58,5435.38,117,否
O104625,2024-08-01,华南,广东,自有品牌,企微私域,绿野仙踪生鲜,11489.56,7412.38,4077.18,74,否
O104626,2024-08-01,华北,山东,进口商品,线下门店,海纳百川,13751.06,10217.08,3533.98,18,否
O104627,2024-08-01,华北,天津,联名款,天猫旗舰店,金鼎家居,19162.9,13433.31,5729.59,91,是
O104628,2024-08-01,华东,江苏,自有品牌,企微私域,锦程贸易,18557.14,11471.94,7085.2,86,否
O104629,2024-08-01,华南,广西,联名款,线下门店,东方明珠商行,2659.15,2001.61,657.54,118,否
O104630,2024-08-01,华中,湖南,自有品牌,抖音小店,华创商贸,19602.04,15093.99,4508.05,118,否
O104631,2024-08-01,华中,湖北,自有品牌,企微私域,海纳百川,18230.36,13149.69,5080.67,66,否
O104632,2024-08-01,华北,天津,自有品牌,企微私域,北辰科技,10083.68,5581.43,4502.25,15,是
O104633,2024-08-02,华南,广东,出口商品,线下门店,华创商贸,10844.65,6229.14,4615.51,100,否
O104634,2024-08-02,华北,山东,进口商品,企微私域,绿野仙踪生鲜,16493.73,12847.07,3646.66,57,否
O104635,2024-08-02,华东,江苏,进口商品,京东自营,北辰科技,21186.07,14328.15,6857.92,9,否
O104636,2024-08-02,华东,安徽,联名款,线下门店,东方明珠商行,30599.67,19946.74,10652.93,3,否
O104637,2024-08-02,西南,四川,自有品牌,抖音小店,云端数码,6215.69,4699.3,1516.39,47,否
O104638,2024-08-02,西南,四川,联名款,天猫旗舰店,金鼎家居,18423.03,10143.3,8279.73,52,否
O104639,2024-08-02,西南,重庆,出口商品,企微私域,东方明珠商行,12636.67,7048.89,5587.78,34,否
O104640,2024-08-02,西南,四川,出口商品,天猫旗舰店,东方明珠商行,7912.5,5438.33,2474.17,76,否
O104641,2024-08-03,华南,广西,联名款,京东自营,华创商贸,19072.29,12759.77,6312.52,65,否
O104642,2024-08-03,华中,湖北,进口商品,京东自营,海纳百川,7126.5,4074.5,3052.0,76,否
O104643,2024-08-03,西南,重庆,出口商品,抖音小店,锦程贸易,24623.42,17945.34,6678.08,115,否
O104644,2024-08-03,华东,浙江,进口商品,抖音小店,华创商贸,32033.8,23362.36,8671.44,50,否
O104645,2024-08-03,华南,福建,联名款,天猫旗舰店,华创商贸,1631.76,1241.38,390.38,86,否
O104646,2024-08-03,华东,安徽,出口商品,企微私域,云端数码,29380.08,17899.98,11480.1,57,否
O104647,2024-08-03,华南,福建,联名款,抖音小店,北辰科技,21238.09,15360.33,5877.76,30,是
O104648,2024-08-03,华东,浙江,进口商品,京东自营,星河零售,22049.89,13739.95,8309.94,74,否
O104649,2024-08-04,西南,四川,出口商品,京东自营,星河零售,5667.29,3134.31,2532.98,38,否
O104650,2024-08-04,华中,河南,自有品牌,京东自营,海纳百川,16052.26,9211.11,6841.15,116,是
O104651,2024-08-04,华东,江苏,自有品牌,企微私域,锦程贸易,27009.52,14944.69,12064.83,38,否
O104652,2024-08-04,华中,湖南,进口商品,京东自营,海纳百川,17359.38,12028.89,5330.49,95,是
O104653,2024-08-04,华东,江苏,出口商品,京东自营,云端数码,17402.8,11363.36,6039.44,54,否
O104654,2024-08-04,西南,重庆,进口商品,线下门店,南粤供应链,25398.42,17027.74,8370.68,41,否
O104655,2024-08-04,华北,河北,进口商品,京东自营,金鼎家居,18729.4,14495.96,4233.44,71,否
O104656,2024-08-04,华中,湖南,自有品牌,抖音小店,北辰科技,1316.6,754.39,562.21,26,否
O104657,2024-08-05,华北,天津,出口商品,企微私域,绿野仙踪生鲜,17876.58,10573.69,7302.89,97,否
O104658,2024-08-05,华北,天津,进口商品,线下门店,星河零售,11073.21,6877.03,4196.18,11,否
O104659,2024-08-05,华南,广东,出口商品,京东自营,星河零售,2679.83,1763.54,916.29,54,否
O104660,2024-08-05,华南,广西,联名款,线下门店,绿野仙踪生鲜,12737.69,8742.78,3994.91,91,否
O104661,2024-08-05,华中,河南,出口商品,天猫旗舰店,北辰科技,2564.07,1502.29,1061.78,57,否
